,Rural_Urban,Area,School_Name,Medium,School_Status,Category_Code,Category_Name,School_Type_Code,School_Type_Name
1138,Urban,NARAYAN PETH NANA WADA,BANDOKAR PRI SCHOOL,4,Operational,2,Primary with Upper Primary,3,Co-Education
1139,Urban,NARAYAN PETH NANA WADA,NEW ENG SCHOOL RAMAN,4,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
1140,Urban,NARAYAN PETH NANA WADA,NAVIN MARATHI SHALA,4,Operational,1,Primary,3,Co-Education
1141,Urban,NARAYAN PETH NANA WADA,NUTAN BHARAT MARATHI VID,4,Operational,1,Primary,3,Co-Education
1142,Urban,NARAYAN PETH NANA WADA,H. V. DESAI JR. COLLEGE,0,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
1143,Urban,NARAYAN PETH NANA WADA,N. M. V. HIGHSCHOOL ,4,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
1144,Urban,NARAYAN PETH NANA WADA,HUJURPAGA ENGLISH MED. SCHOOL (CBSE),0,Operational,1,Primary,2,Girls
1145,Urban,RAILWAY STATION,PMC 4 B,4,Operational,1,Primary,3,Co-Education
1146,Urban,RAILWAY STATION,PMC 43 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
1147,Urban,RAILWAY STATION,PMC 44 B,6,Operational,2,Primary with Upper Primary,3,Co-Education
1148,Urban,RAILWAY STATION,PMC SCH NO 4 B ENG MED,0,Operational,1,Primary,3,Co-Education
1149,Urban,RAILWAY STATION,PMC 40 B KANNAD,3,Operational,2,Primary with Upper Primary,3,Co-Education
1150,Urban,RAILWAY STATION,PMC VINI 2,4,Operational,2,Primary with Upper Primary,3,Co-Education
1151,Urban,RAILWAY STATION,BAL VIKAS PRI,4,Operational,1,Primary,3,Co-Education
1152,Urban,RAILWAY STATION,ETHEL GARDEN SARAV ,4,Operational,2,Primary with Upper Primary,3,Co-Education
1154,Urban,RAILWAY STATION,ARNELAJ MARATHI PRIMARY,4,Operational,1,Primary,1,Boys
1155,Urban,RAILWAY STATION,ORNELAJ MARATHI MAD SCHOOL,4,Operational,7,Upper Pr. and Secondary,1,Boys
1156,Urban,RAILWAY STATION,ORNELAJ ENG MAD SCHOOL,0,Operational,7,Upper Pr. and Secondary,1,Boys
1157,Urban,RAILWAY STATION,SENT HELENAJ PRI,0,Operational,6,Pr. Up Pr. and Secondary Only,2,Girls
1158,Urban,RAILWAY STATION,ROSARY ENG PRI,0,Operational,1,Primary,3,Co-Education
1159,Urban,RAILWAY STATION,PRAKASH PRI,0,Operational,2,Primary with Upper Primary,3,Co-Education
1160,Urban,RAILWAY STATION,Y M C HIGHSCHOOL,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
1161,Urban,RAILWAY STATION,ST- PAULS SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
1162,Urban,RAILWAY STATION,ST.PAULS SCHOOL SECONDARY,0,Operational,8,Secondary Only,3,Co-Education
1163,Urban,RAILWAY STATION,ROSARY HIGHSCHOOL,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
1164,Urban,RAILWAY STATION,ROSARY INTERNATIONAL SCHOOL,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
1165,Urban,RAILWAY STATION,PRAKASH PRIMARY SCH,0,Operational,8,Secondary Only,3,Co-Education
1166,Urban,RAILWAY STATION,ARNELAJ ENGLISH PRIMARY,0,Operational,1,Primary,1,Boys
1167,Urban,RAILWAY STATION,SENT CLEARS ENG PRA MAD,0,Operational,1,Primary,2,Girls
1168,Urban,RAILWAY STATION,SENT CLEARS ENG MAD ,0,Operational,7,Upper Pr. and Secondary,2,Girls
1169,Urban,RAILWAY STATION,ROSARY JR. COLLEGE,0,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
1170,Urban,SAMTA BHUMI,P. M. C. SCHOOL NO 95 B ,4,Operational,1,Primary,3,Co-Education
1171,Urban,SAMTA BHUMI,P. M. C. SCHOOL NO 16 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
1172,Urban,SAMTA BHUMI,P. M. C. SCHOOL NO 34 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
1173,Urban,SAMTA BHUMI,SENT HILDAJ PRIMARY SCHOOL,4,Operational,1,Primary,3,Co-Education
1174,Urban,SAMTA BHUMI,D. S. BARI SCHOOL,4,Operational,2,Primary with Upper Primary,3,Co-Education
1175,Urban,SAMTA BHUMI,SEND HILDAS HIGHSCHOOL,4,Operational,7,Upper Pr. and Secondary,2,Girls
1176,Urban,SAMTA BHUMI,S. GAIKWAD PRIMARY,4,Operational,1,Primary,3,Co-Education
1177,Urban,SAMTA BHUMI,EPPIFANY SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
1178,Urban,SAMTA BHUMI,SENT THOMAS SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
1179,Urban,SAMTA BHUMI,EPIPHANY HIGH SCHOOL,0,Operational,8,Secondary Only,3,Co-Education
1180,Urban,SAMTA BHUMI,SENT THOMAS HISCHOOL,0,Operational,8,Secondary Only,3,Co-Education
1181,Urban,SAMTA BHUMI,NOBEL ENGLISH MEDIUM SCH,0,Operational,2,Primary with Upper Primary,3,Co-Education
1182,Urban,SAMTA BHUMI,VIJAY VALABHA PRIMARY,0,Operational,1,Primary,3,Co-Education
1183,Urban,SAMTA BHUMI,VIJAY VALABHA SECONDARY,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
1184,Urban,AUNDH GAON,P. M. C. 54 B,4,Operational,1,Primary,3,Co-Education
1185,Urban,AUNDH GAON,P. M. C. 42 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
1186,Urban,AUNDH GAON,P. M. C. 87  B,4,Operational,2,Primary with Upper Primary,3,Co-Education
1187,Urban,AUNDH GAON,PMC 54 B ENG,0,Operational,1,Primary,3,Co-Education
1188,Urban,AUNDH GAON,RAYAT SHIKSHAN SANSTHA PRI.,4,Operational,1,Primary,3,Co-Education
1189,Urban,AUNDH GAON,DR SHAMRAO KALMADI HISCH,0,Operational,2,Primary with Upper Primary,3,Co-Education
1190,Urban,AUNDH GAON,SHAMRAO KALMADI HIGHSCHOOL,0,Operational,8,Secondary Only,3,Co-Education
1191,Urban,AUNDH GAON,D A V PUBLIC SCHOOL,0,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
1192,Urban,AUNDH GAON,ARJAN WATUMAL SCH,0,Operational,2,Primary with Upper Primary,3,Co-Education
1193,Urban,AUNDH GAON,ARJAN WATUMAL SINDHU VIDYABHAVAN,0,Operational,8,Secondary Only,3,Co-Education
1194,Urban,AUNDH GAON,DR. BABASAHEB AMBEDKAR JR. COLLEGE,4,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
1195,Urban,BANER BALEWADI,P. M. C. 151 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
1196,Urban,BANER BALEWADI,P. M. C. 152 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
1197,Urban,BANER BALEWADI,BALWADKAR VIDHYALAYA,4,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
1198,Urban,BANER BALEWADI,DEVDHAR KRIDA PRABHODINI,4,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
1199,Urban,BANER BALEWADI,KHANDERAI PRATISHTAN PRI.,4,Operational,1,Primary,3,Co-Education
1200,Urban,BANER BALEWADI,DYANKUR BALAJI MURKUTE,4,Operational,2,Primary with Upper Primary,3,Co-Education
1201,Urban,BANER BALEWADI,D B MURKUTE HIGH SCHOOL,4,Operational,8,Secondary Only,3,Co-Education
1202,Urban,BANER BALEWADI,BHARATI VIDHYAPITH ENG,0,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
1203,Urban,BANER BALEWADI,ORCHID SCHOOL,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
1204,Urban,BANER BALEWADI,VINDYANCHAL SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
1205,Urban,BANER BALEWADI,VIDYANCHAL SCHOOL ENG MEDI,0,Operational,8,Secondary Only,3,Co-Education
1206,Urban,VEDBHAVAN,PMC 153 B,4,Operational,1,Primary,3,Co-Education
1207,Urban,VEDBHAVAN,PMC 173 B,4,Operational,1,Primary,3,Co-Education
1208,Urban,VEDBHAVAN,PMC SCH NO 82 B,4,Operational,4,Upper Primary only,3,Co-Education
1209,Urban,VEDBHAVAN,RATNAPRABHADEVI MOHITE PRI,4,Operational,2,Primary with Upper Primary,3,Co-Education
1210,Urban,VEDBHAVAN,RATNAPRABHADEVI MOHITE SEC,4,Operational,8,Secondary Only,3,Co-Education
1211,Urban,VEDBHAVAN,DR BABASAHEB AMBEDKAR VID,4,Operational,8,Secondary Only,3,Co-Education
1212,Urban,VEDBHAVAN,NEW INDIA ENG MEDIUM PRI,0,Operational,2,Primary with Upper Primary,3,Co-Education
1213,Urban,VEDBHAVAN,NEW INDIA ENG MEDIUM SEC,0,Operational,8,Secondary Only,3,Co-Education
1214,Urban,VEDBHAVAN,DHANIRAJ HIGHSCHOOL,0,Operational,8,Secondary Only,3,Co-Education
1215,Urban,VEDBHAVAN,BAVDHAN PRI,0,Operational,2,Primary with Upper Primary,3,Co-Education
1216,Urban,DAHANUKAR COLONY,PMC 128 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
1217,Urban,DAHANUKAR COLONY,SARASWATI VIDYA MANDIR SEC,4,Operational,8,Secondary Only,3,Co-Education
1218,Urban,DAHANUKAR COLONY,PUNE BLIND GIRLS SCHOOL,4,Operational,1,Primary,2,Girls
1219,Urban,DAHANUKAR COLONY,MAHESH VIDYALAYA,4,Operational,8,Secondary Only,3,Co-Education
1220,Urban,DAHANUKAR COLONY,MAHESH VIDYALYA PRIMARY MAR,4,Operational,2,Primary with Upper Primary,3,Co-Education
1221,Urban,DAHANUKAR COLONY,MAHESH VIDYALAY ENG MEDIAM,0,Operational,2,Primary with Upper Primary,3,Co-Education
1222,Urban,DAHANUKAR COLONY,MAHESH VIDYALAY ENGLISH SECONDARY,0,Operational,8,Secondary Only,3,Co-Education
1223,Urban,DECCAN GYMKHANA,P. M. C. 14 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
1224,Urban,DECCAN GYMKHANA,MATIMAND VIDYA PMC 14 B,4,Operational,1,Primary,3,Co-Education
1225,Urban,DECCAN GYMKHANA,PMC SCHOOL 14 B  ENGLISH,0,Operational,1,Primary,3,Co-Education
1226,Urban,DECCAN GYMKHANA,SHARDA VIDYAMANDIR,4,Operational,1,Primary,3,Co-Education
1227,Urban,DECCAN GYMKHANA,L APTE PRASHALA,4,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
1228,Urban,DECCAN GYMKHANA,SANT SHIVGANGA DEVI VID,4,Operational,8,Secondary Only,3,Co-Education
1229,Urban,DECCAN GYMKHANA,SHIVAJI PRE SECONDARY,0,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
1230,Urban,DECCAN GYMKHANA,SHIVAJI PRE PRI ,0,Operational,1,Primary,1,Boys
1231,Urban,DECCAN GYMKHANA,THE ANDHRA SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
1232,Urban,DECCAN GYMKHANA,ANDHRA HIGHSCHOOL,0,Operational,8,Secondary Only,3,Co-Education
1233,Urban,DECCAN GYMKHANA,ANKUR VIDYAMANDIR,4,Operational,2,Primary with Upper Primary,3,Co-Education
1234,Urban,D. MANGESHKAR HOSPITAL,PMC 74 G PAUDPHATA,4,Operational,2,Primary with Upper Primary,3,Co-Education
1235,Urban,D. MANGESHKAR HOSPITAL,PMC 74G ENG MED.,0,Operational,2,Primary with Upper Primary,3,Co-Education
1236,Urban,D. MANGESHKAR HOSPITAL,DNYANDA NUTAN BALVIKAS,4,Operational,1,Primary,3,Co-Education
1237,Urban,D. MANGESHKAR HOSPITAL,D.R.NAGARKAR PRASHALA,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
1238,Urban,D. MANGESHKAR HOSPITAL,PALKAR PRATHMIK VID,4,Operational,2,Primary with Upper Primary,3,Co-Education
1239,Urban,D. MANGESHKAR HOSPITAL,CHAITANYA ENG. MED.,0,Operational,1,Primary,3,Co-Education
1240,Urban,D. MANGESHKAR HOSPITAL,ABHINAV ENG. MED. SCH,0,Operational,2,Primary with Upper Primary,3,Co-Education
1241,Urban,D. MANGESHKAR HOSPITAL,SEVASADAN ENG. MED. SCH,0,Operational,8,Secondary Only,3,Co-Education
1242,Urban,D. MANGESHKAR HOSPITAL,SHAMRAO KALMADI PRI,0,Operational,1,Primary,3,Co-Education
1243,Urban,D. MANGESHKAR HOSPITAL,SHAMRAO KALMADI SEC,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
1244,Urban,D. MANGESHKAR HOSPITAL,SEVASADAN ENG MED HIGH,0,Operational,2,Primary with Upper Primary,3,Co-Education
1245,Urban,D. MANGESHKAR HOSPITAL,G. R. PALKAR SECONDARY SCHOOL MARATHI,4,Operational,8,Secondary Only,3,Co-Education
1246,Urban,GOKHALE NAGAR,PMC 107 B,4,Operational,1,Primary,3,Co-Education
1247,Urban,GOKHALE NAGAR,PMC 90 B,4,Operational,2,Primary with Upper Primary,1,Boys
1248,Urban,GOKHALE NAGAR,PMC 57 G,4,Operational,2,Primary with Upper Primary,2,Girls
1249,Urban,GOKHALE NAGAR,PMC 110 B,6,Operational,2,Primary with Upper Primary,3,Co-Education
1250,Urban,GOKHALE NAGAR,GANPATRAO GOLE PMC SECONDARY SCH,4,Operational,8,Secondary Only,3,Co-Education
1251,Urban,GOKHALE NAGAR,GOPALKRISHNA PRI,4,Operational,1,Primary,3,Co-Education
1252,Urban,GOKHALE NAGAR,AKSHARNANDAN PRI,4,Operational,2,Primary with Upper Primary,3,Co-Education
1253,Urban,GOKHALE NAGAR,AKSHRANANDAN SECONDARY,4,Operational,8,Secondary Only,3,Co-Education
1254,Urban,GOKHALE NAGAR,VIDYABHAVAN PRI,0,Operational,2,Primary with Upper Primary,3,Co-Education
1255,Urban,GOKHALE NAGAR,VIKHE PATIL SEC SCHOOL,0,Operational,8,Secondary Only,3,Co-Education
1256,Urban,GOKHALE NAGAR,BHARATI VIDYABHAVAN PRI,0,Operational,2,Primary with Upper Primary,3,Co-Education
1257,Urban,GOKHALE NAGAR,VIDYA BHAVAN HIGHSCHOOL,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
1258,Urban,GOKHALE NAGAR,BHARTI VIDYA BHAVAN SEC SCHOOL,0,Operational,8,Secondary Only,3,Co-Education
1259,Urban,GOKHALE NAGAR,KILBIL PRI,0,Operational,2,Primary with Upper Primary,3,Co-Education
1260,Urban,GOKHALE NAGAR,VIKHE PATIL PRI,0,Operational,2,Primary with Upper Primary,3,Co-Education
1261,Urban,GOKHALE NAGAR,KILBIL SECONDARY,0,Operational,8,Secondary Only,3,Co-Education
1262,Urban,GOKHALE NAGAR,VIKHE PATIL JR. COLLEGE,0,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
1263,Urban,GOKHALE NAGAR,KILBIL JR. COLLEGE,0,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
1264,Urban,GOKHALE NAGAR,VIDYA BHAVAN JR. COLLEGE,0,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
1265,Urban,HINGNE S. S. SANSTHA,P.M.C.SCHOOL NO.101 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
1266,Urban,HINGNE S. S. SANSTHA,P.M.C.SCHOOL NO.205 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
1267,Urban,HINGNE S. S. SANSTHA,SAMRAT ASHOK VIDYAMANDIR 133 B,4,Operational,1,Primary,3,Co-Education
1268,Urban,HINGNE S. S. SANSTHA,P.M.C. SCHOOL NO.3 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
1269,Urban,HINGNE S. S. SANSTHA,SAMRAT ASHOK VIDYAMANDIR 117 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
1270,Urban,HINGNE S. S. SANSTHA,PMC 117 B ENGLISH MEDIUM,0,Operational,1,Primary,3,Co-Education
1271,Urban,HINGNE S. S. SANSTHA,SHISHUVIHAR PRIMARY,4,Operational,2,Primary with Upper Primary,2,Girls
1272,Urban,HINGNE S. S. SANSTHA,SARASWATI VIDYA MANDIR,4,Operational,2,Primary with Upper Primary,3,Co-Education
1273,Urban,HINGNE S. S. SANSTHA,ADVANT PRATHMIK VIDYAMANDIR,4,Operational,1,Primary,2,Girls
1274,Urban,HINGNE S. S. SANSTHA,ANANDABAI KARVE PRATHMIK SCH,4,Operational,2,Primary with Upper Primary,2,Girls
1275,Urban,HINGNE S. S. SANSTHA,MAHILAASHRAM HIGH SCH JUN COL,4,Operational,5,Up. Pr. Secondary and Higher Sec,2,Girls
1276,Urban,HINGNE S. S. SANSTHA,BLUE BIRD PRIMARY,4,Operational,2,Primary with Upper Primary,3,Co-Education
1277,Urban,HINGNE S. S. SANSTHA,SWAMI VIVEKANAND PRIMARY,4,Operational,2,Primary with Upper Primary,3,Co-Education
1278,Urban,HINGNE S. S. SANSTHA,PRAGATI VIDYA MANDIR,4,Operational,2,Primary with Upper Primary,3,Co-Education
1279,Urban,HINGNE S. S. SANSTHA,BLUE BIRD PRIMARY ENG,0,Operational,2,Primary with Upper Primary,3,Co-Education
1280,Urban,HINGNE S. S. SANSTHA,ABHIMANYU ENGLISH MEDIUM,0,Operational,2,Primary with Upper Primary,3,Co-Education
1281,Urban,HINGNE S. S. SANSTHA,JEEVAN VIDYA ENGLISH SCH,0,Operational,2,Primary with Upper Primary,3,Co-Education
1282,Urban,HINGNE S. S. SANSTHA,BOMBAY CAMBRIDGE SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
1283,Urban,HINGNE S. S. SANSTHA,SIDDHIVINYAK JR. COLLEGE,0,Operational,11,Higher Secondary only/Jr. College,2,Girls
1284,Urban,HINGNE S. S. SANSTHA,MAHARASHI KARVE MARATHI,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
1285,Urban,HINGNE S. S. SANSTHA,TREE HOUSE HIGH SCHOOL,0,Operational,1,Primary,3,Co-Education
1286,Urban,HINGNE S. S. SANSTHA,ROSARY PRIMARY SCHOOL,0,Operational,1,Primary,3,Co-Education
1288,Urban,KELEWADI MIT,P. M. C.  SCHOOL NO 94 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
1289,Urban,KELEWADI MIT,PRATIBHA PAWAR VID,4,Operational,2,Primary with Upper Primary,3,Co-Education
1290,Urban,KELEWADI MIT,BHARATI VIDHYAPITH VID. KANYA ,4,Operational,7,Upper Pr. and Secondary,2,Girls
1291,Urban,KELEWADI MIT,SHRI SHANKARRAO MORE VIDH.,4,Operational,5,Up. Pr. Secondary and Higher Sec,1,Boys
1292,Urban,KELEWADI MIT,PUNE JILHA PRA. SANGH MAD VIDH,4,Operational,8,Secondary Only,3,Co-Education
1293,Urban,KELEWADI MIT,BHARATIY VIDYAPEETH PRI,4,Operational,1,Primary,3,Co-Education
1294,Urban,KELEWADI MIT,MIT SHARDA PRIMARY,4,Operational,1,Primary,3,Co-Education
1295,Urban,KELEWADI MIT,SANT DYANESHWAR MADH,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
1296,Urban,KELEWADI MIT,BHARATIY VIDYAPEETH ENG HSCH,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
1297,Urban,KELEWADI MIT,BHARATIY VIDYAPEETH PRI ENG,0,Operational,1,Primary,3,Co-Education
1298,Urban,KELEWADI MIT,M I T SWAMI VIVEKANAND PRI SC,0,Operational,1,Primary,3,Co-Education
1299,Urban,KELEWADI MIT,MAEERS SARASWATI NEW ENGLISH SCH,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
1300,Urban,KELEWADI MIT,MAMASAHEB MOHOL JR. COLLEGE,4,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
1301,Urban,KELEWADI MIT,Y.M.C. JR. COLLEGE,4,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
1302,Urban,KELEWADI MIT,M.I.T. JR. COLLEGE,0,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
1303,Urban,SHIVTIRTHANAGAR,P. M. C.  SCHOOL NO 134 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
1304,Urban,SHIVTIRTHANAGAR,P. M. C.  SCHOOL NO 18 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
1305,Urban,SHIVTIRTHANAGAR,RAJA SHRISHIVRAY PRATI MAD,4,Operational,8,Secondary Only,3,Co-Education
1306,Urban,SHIVTIRTHANAGAR,P B JOG MARATHI MADH,4,Operational,8,Secondary Only,3,Co-Education
1307,Urban,SHIVTIRTHANAGAR,ATHARV PRIMARY,4,Operational,2,Primary with Upper Primary,3,Co-Education
1308,Urban,SHIVTIRTHANAGAR,SHRI SAGDURU BABAMAHARAJ SAHAS,4,Operational,2,Primary with Upper Primary,3,Co-Education
1309,Urban,SHIVTIRTHANAGAR,ATHARV VIDYALAY SEC. MAR MED,4,Operational,8,Secondary Only,3,Co-Education
1310,Urban,MODEL COLONY,PMC 57B,4,Operational,1,Primary,3,Co-Education
1311,Urban,MODEL COLONY,PMC 2B,4,Operational,2,Primary with Upper Primary,1,Boys
1312,Urban,MODEL COLONY,P. M. C. 41 G,4,Operational,2,Primary with Upper Primary,2,Girls
1313,Urban,MODEL COLONY,SHIRISHKUMAR VIDYALAYA,4,Operational,10,Secondary with Higher Secondary,3,Co-Education
1314,Urban,MODEL COLONY,P E S PRI,4,Operational,1,Primary,3,Co-Education
1315,Urban,MODEL COLONY,P E S GIRLS,4,Operational,7,Upper Pr. and Secondary,2,Girls
1316,Urban,MODEL COLONY,MODERN HIGH SCHOOL,4,Operational,7,Upper Pr. and Secondary,1,Boys
1317,Urban,MODEL COLONY,GURUKUL ENG MEDIUM,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
1318,Urban,MODEL COLONY,PUNE POLICE PUBLIC SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
1319,Urban,MODEL COLONY,MODERN ENG MED,0,Operational,1,Primary,3,Co-Education
1320,Urban,MODEL COLONY,MODERN ENG HIGHSCH,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
1321,Urban,MODEL COLONY,PUNE PUBLIC SCHOOL HISCHOOL,0,Operational,8,Secondary Only,3,Co-Education
1322,Urban,MODEL COLONY,MODERN JR. COLLEGE,4,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
1323,Urban,MODEL COLONY,ANKUR VIDYAMANDIR (MARATHI),0,Operational,2,Primary with Upper Primary,3,Co-Education
1324,Urban,PANDAVNAGAR,PMC 26 G,4,Operational,1,Primary,3,Co-Education
1325,Urban,PANDAVNAGAR,PMC 7 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
1326,Urban,PANDAVNAGAR,PMC 42 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
1327,Urban,PANDAVNAGAR,PMC VINI 13,4,Operational,2,Primary with Upper Primary,3,Co-Education
1328,Urban,PANDAVNAGAR,PMC 37 B KANNAD MED SCHOOL,3,Operational,2,Primary with Upper Primary,3,Co-Education
1329,Urban,PANDAVNAGAR,HUTATMA RAJGURU HIGHSCH BOYS,4,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
1330,Urban,PANDAVNAGAR,VIDYA VARDHINI HIGHSCHOOL,4,Operational,8,Secondary Only,3,Co-Education
1331,Urban,PANDAVNAGAR,VIDYAVARDHINI PRIMARY,4,Operational,2,Primary with Upper Primary,3,Co-Education
1332,Urban,PANDAVNAGAR,HUTATMA RAJGURU VID GIRLS,4,Operational,7,Upper Pr. and Secondary,2,Girls
1333,Urban,PANDAVNAGAR,KUSUMTAI BAGAL,4,Operational,2,Primary with Upper Primary,3,Co-Education
1334,Urban,PARMHANSNAGAR VANAZ CO,PMC SCH NO 139 ,4,Operational,2,Primary with Upper Primary,3,Co-Education
1335,Urban,PARMHANSNAGAR VANAZ CO,VANAZ PARIWAR VIDYA MANDIR,4,Operational,2,Primary with Upper Primary,3,Co-Education
1336,Urban,PARMHANSNAGAR VANAZ CO,VASUNDHARA PRI SC,0,Operational,2,Primary with Upper Primary,3,Co-Education
1337,Urban,PARMHANSNAGAR VANAZ CO,VISHVA NIRMAL VIDYALAY,0,Operational,1,Primary,3,Co-Education
1338,Urban,PARMHANSNAGAR VANAZ CO,VASUNDHARA SEC SCHOOL,0,Operational,8,Secondary Only,3,Co-Education
1339,Urban,PARMHANSNAGAR VANAZ CO,CITI INTERNATIONAL SCHOOL,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
1340,Urban,PARMHANSNAGAR VANAZ CO,SAHAYADRI INTERNATIONAL SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
1341,Urban,POPULARNAGAR WARJE,P.M.C.SCHOOL NO.161 B ENG,0,Operational,2,Primary with Upper Primary,3,Co-Education
1342,Urban,POPULARNAGAR WARJE,P.M.C.SCHOOL NO.161 B MAR,4,Operational,2,Primary with Upper Primary,3,Co-Education
1343,Urban,POPULARNAGAR WARJE,YASHODEEP PRATHAMIK,4,Operational,2,Primary with Upper Primary,3,Co-Education
1344,Urban,POPULARNAGAR WARJE,NAVBHARAT PRIMARY,4,Operational,2,Primary with Upper Primary,3,Co-Education
1345,Urban,POPULARNAGAR WARJE,PANDIT NEHRU PRIMARY,4,Operational,2,Primary with Upper Primary,3,Co-Education
1346,Urban,POPULARNAGAR WARJE,MOHAL VIDHYALAYA,4,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
1347,Urban,POPULARNAGAR WARJE,MODERN HIGH SCHOOL,4,Operational,8,Secondary Only,3,Co-Education
1348,Urban,POPULARNAGAR WARJE,YASHODEEP MADHYMIK,4,Operational,8,Secondary Only,3,Co-Education
1349,Urban,POPULARNAGAR WARJE,DNYANDA BALAK MANDIR,4,Operational,2,Primary with Upper Primary,3,Co-Education
1350,Urban,POPULARNAGAR WARJE,VIMAL VIDYA KUNJ MARATHI,4,Operational,2,Primary with Upper Primary,3,Co-Education
1351,Urban,POPULARNAGAR WARJE,VIMAL VIDYA KUNJ MARATHI SECO,4,Operational,8,Secondary Only,3,Co-Education
1352,Urban,POPULARNAGAR WARJE,VIMAL VIDYA KUNJ ,0,Operational,2,Primary with Upper Primary,3,Co-Education
1353,Urban,POPULARNAGAR WARJE,ADARASH PRIMARY SCHOOL,4,Operational,2,Primary with Upper Primary,3,Co-Education
1354,Urban,POPULARNAGAR WARJE,NAVBHARAT MADHYAMIK,4,Operational,8,Secondary Only,3,Co-Education
1355,Urban,POPULARNAGAR WARJE,ONKAR PRIMARY,4,Operational,2,Primary with Upper Primary,3,Co-Education
1356,Urban,POPULARNAGAR WARJE,MELINIUM NATIONAL ENG SCH,0,Operational,2,Primary with Upper Primary,3,Co-Education
1357,Urban,POPULARNAGAR WARJE,MELINIUM NATIONAL SECONDARY,0,Operational,10,Secondary with Higher Secondary,3,Co-Education
1358,Urban,POPULARNAGAR WARJE,SHANU PATEL HIGH SCHOOL,0,Operational,8,Secondary Only,3,Co-Education
1359,Urban,POPULARNAGAR WARJE,ROSARY PRIMARY ENG SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
1360,Urban,POPULARNAGAR WARJE,P.E.S. ENGLISH MEDIUM,0,Operational,2,Primary with Upper Primary,3,Co-Education
1361,Urban,POPULARNAGAR WARJE,ROSARY HIGHSCHOOL,0,Operational,8,Secondary Only,3,Co-Education
1362,Urban,POPULARNAGAR WARJE,ROSARY INTERNATIONAL SCHOOL,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
